Y,X
36.802852,127.112223
36.803526,127.112841
36.803397,127.112574
36.803698,127.112632
36.803588,127.1119636
36.803354,127.114491
36.803262,127.113667
36.804314,127.1119636
36.804149,127.109677
36.804198,127.109334
36.804048,127.109462
36.804193,127.108852
36.804532,127.107697
36.804457,127.107541
36.804728,127.106678
36.80188172,127.1065753
36.801745,127.105707
36.801487,127.105625
36.802213,127.108894
36.803053,127.1108043
36.80456188,127.109206
36.804672,127.107608
36.804582,127.107437
36.809195,127.148758
36.808883,127.149386
36.808992,127.148712
36.806893,127.149776
36.807997,127.148511
36.808152,127.148274
36.808117,127.148196
36.808218,127.147799
36.8078374,127.147678
36.807189,127.147357
36.806122,127.147001
36.805254,127.1467558
36.806104,127.145397
36.809707,127.145004
36.806801,127.141672
36.806771,127.142321
36.808213,127.144209
36.806504,127.143929
36.805797,127.143929
36.805504,127.1449912
36.806659,127.143356
36.808015,127.143141
36.808177,127.143318
36.806842,127.142482
36.806103,127.143151
36.80518417,127.143276
36.806899,127.140132
36.809233,127.140525
36.809937,127.144181
36.806508,127.143123
36.809843,127.143469
36.806846,127.143214
36.809824,127.143699
36.805515,127.1449912
36.807152,127.136031
36.807203,127.136188
36.807085,127.137009
36.807104,127.137552
36.807044,127.138572
36.805844,127.139702
36.806904,127.139754
36.806716,127.139907
36.805588,127.135614
36.80737424,127.139992
36.809769,127.130229
36.809826,127.129173
36.807639,127.130583
36.807596,127.130865
36.807459,127.131868
36.807136,127.132667
36.807337,127.133011
36.809741,127.133199
36.809918,127.133419
36.81036753,127.133055
36.807388,127.132388
36.807588,127.132742
36.807262,127.134233
36.807241,127.134565
36.806107,127.1352722
36.806124,127.134439
36.8061953,127.134467
36.80478311,127.134539
36.805057,127.134491
36.805004,127.134391
36.807887,127.128766
36.808078,127.128533
36.806073,127.128241
36.807039,127.128462
36.809234,127.128985
36.805472,127.121665
36.805348,127.116158
36.805353,127.1140543
36.80214906,127.116164
36.805176,127.116414
36.805721,127.115432
36.806072,127.117832
36.806203,127.117919
36.806741,127.119058
36.808198,127.110885
36.80456188,127.110717
36.808294,127.110608
36.807066,127.110376
36.806951,127.110179
36.806914,127.110496
36.806769,127.110283
36.805948,127.1119636
36.809494,127.110937
36.809329,127.111078
36.806636,127.1119636
36.808386,127.113904
36.807372,127.113916
36.806443,127.113476
36.806294,127.113624
36.806183,127.113402
36.806343,127.113271
36.807288,127.113582
36.808267,127.114012
36.806194,127.114695
36.805205,127.113081
36.805309,127.112973
36.809895,127.109535
36.81076826,127.109627
36.809795,127.109348
36.807727,127.1072112
36.807499,127.107499
36.807199,127.1119636
36.8058474,127.109661
36.805395,127.109734
36.805287,127.109833
36.820876,127.188076
36.814517,127.149907
36.814428,127.149723
36.8131206,127.149803
36.813608,127.149544
36.813085,127.149383
36.81291099,127.149242
36.813174,127.1488135
36.813258,127.149323
36.813373,127.146488
36.813446,127.146353
36.813593,127.146579
36.810365,127.148415
36.811096,127.148762
36.811292,127.148704
36.814578,127.141759
36.813467,127.1418423
36.813787,127.141652
36.813639,127.141376
36.81021955,127.1443931
36.810115,127.144026
36.813508,127.144626
36.810412,127.141096
36.811809,127.141169
36.813618,127.141814
36.810601,127.140873
36.813809,127.136939
36.813743,127.138687
36.813912,127.134681
36.813284,127.132313
36.813246,127.132034
36.813085,127.132263
36.813164,127.132406
36.813959,127.134158
36.814108,127.134516
36.813714,127.134391
36.811779,127.133637
36.814263,127.132608
36.814197,127.132691
36.814152,127.132575
36.81444109,127.132501
36.813387,127.131301
36.814559,127.130389
36.812129,127.1310938
36.812088,127.132045
36.812185,127.131987
36.811969,127.131906
36.810218,127.131253
36.81681988,127.130154
36.813623,127.130028
36.810046,127.132498
36.811951,127.148914
36.814602,127.115931
36.811142,127.114891
36.811345,127.1120942
36.811877,127.112084
36.811788,127.111839
36.810543,127.111431
36.810715,127.111304
36.810815,127.110782
36.810938,127.110696
36.811654,127.110088
36.811731,127.110278
36.812113,127.110239
36.812205,127.110442
36.814915,127.112144
36.810027,127.1109521
36.810186,127.109778
36.81076826,127.109496
36.810321,127.109682
36.810995,127.109886
36.811149,127.109108
36.811788,127.109999
36.81185277,127.109025
36.812763,127.108805
36.815152,127.147134
36.815541,127.141999
36.815641,127.142113
36.815203,127.1418423
36.815123,127.141989
36.818625,127.143103
36.81827264,127.142592
36.818418,127.142803
36.818814,127.142904
36.818489,127.135307
36.81787109,127.135656
36.818556,127.139595
36.818528,127.137869
36.818506,127.135923
36.818279,127.135533
36.818641,127.139357
36.816618,127.137141
36.81681988,127.130628
36.816241,127.130704
36.819177,127.1326841
36.819517,127.131311
36.815788,127.130233
36.817484,127.131001
36.819006,127.131194
36.819426,127.121123
36.815755,127.116265
36.815989,127.116153
36.817014,127.1184049
36.818206,127.119734
36.818454,127.119712
36.819495,127.119994
36.818501,127.118436
36.818539,127.118227
36.818676,127.117429
36.818955,127.117173
36.81556188,127.114703
36.816272,127.114143
36.816217,127.113813
36.816522,127.112847
36.816369,127.112599
36.815077,127.112338
36.815298,127.112252
36.81910075,127.1133052
36.815213,127.110711
36.815362,127.1133052
36.815424,127.110594
36.815564,127.110824
36.81910075,127.1133052
36.816211,127.110917
36.816297,127.1133052
36.816799,127.111199
36.81910075,127.111531
36.817907,127.111646
36.817948,127.111456
36.818025,127.111568
36.81669885,127.109912
36.815848,127.109765
36.8246963,127.148341
36.824811,127.1480685
36.821878,127.144246
36.822015,127.143787
36.821905,127.143666
36.822041,127.143586
36.823144,127.143968
36.823982,127.144179
36.824143,127.1387342
36.824204,127.140592
36.824104,127.140693
36.824011,127.140545
36.822677,127.140218
36.822557,127.140315
36.822482,127.140172
36.822591,127.1396436
36.822652,127.139673
36.822762,127.138989
36.822875,127.138882
36.822801,127.138747
36.824243,127.139225
36.824316,127.139372
36.82406485,127.1390483
36.824353,127.139163
36.824273,127.137007
36.822119,127.136304
36.822941,127.136696
36.823094,127.136929
36.823267,127.136768
36.823152,127.136471
36.823305,127.135471
36.822748,127.1358583
36.824855,127.132771
36.820202,127.128244
36.821459,127.127128
36.822361,127.126138
36.822796,127.125336
36.822755,127.125091
36.823011,127.125291
36.824952,127.127257
36.824689,127.127117
36.82357321,127.125801
36.824329,127.125746
36.821658,127.124636
36.821694,127.1243752
36.821815,127.124448
36.822107,127.124286
36.822258,127.124167
36.822362,127.123579
36.822514,127.123458
36.820504,127.122956
36.820594,127.1233312
36.820656,127.122538
36.820594,127.121445
36.820732,127.121613
36.820744,127.120337
36.820899,127.120643
36.820995,127.120126
36.821163,127.120458
36.822088,127.120714
36.82357321,127.124468
36.823026,127.120968
36.823284,127.120785
36.821203,127.118957
36.821181,127.117787
36.821341,127.118165
36.821455,127.117648
36.821611,127.117903
36.821658,127.116264
36.821658,127.115909
36.81910075,127.115079
36.822665,127.118191
36.822832,127.115374
36.824178,127.115131
36.81910075,127.1133052
36.821662,127.113826
36.821579,127.113564
36.821662,127.113396
36.821008,127.112483
36.821226,127.112554
36.821663,127.112822
36.821542,127.112643
36.821654,127.112554
36.821664,127.111828
36.822711,127.1140762
36.824424,127.113805
36.822635,127.112045
36.822693,127.111842
36.822726,127.111588
36.822843,127.115271
36.822877,127.1123515
36.823041,127.112257
36.823048,127.111964
36.823076,127.111703
36.8261649,127.110066
36.827926,127.143055
36.827523,127.143016
36.827711,127.143242
36.827606,127.144582
36.827383,127.144789
36.827241,127.144878
36.826143,127.1428947
36.825498,127.144606
36.825299,127.144737
36.825132,127.144462
36.825334,127.144233
36.826258,127.1428947
36.826275,127.142739
36.825683,127.142805
36.825586,127.141207
36.82538822,127.140905
36.825605,127.140755
36.825779,127.140948
36.825801,127.140762
36.827829,127.140228
36.827887,127.140889
36.827633,127.141153
36.827845,127.141464
36.828094,127.141205
36.829249,127.141523
36.829133,127.143056
36.829112,127.143334
36.8301203,127.144806
36.83043733,127.144178
36.829696,127.143257
36.829908,127.1427705
36.829773,127.1415594
36.825909,127.139225
36.825769,127.137364
36.82624293,127.137192
36.825919,127.137239
36.825877,127.137524
36.826031,127.137565
36.826025,127.137398
36.826079,127.137251
36.826064,127.137184
36.826951,127.137238
36.827123,127.137325
36.826823,127.139383
36.82685203,127.139388
36.827978,127.139624
36.828109,127.139424
36.828103,127.137979
36.827986,127.137645
36.828256,127.137788
36.82656124,127.137452
36.828806,127.137967
36.828703,127.137827
36.828702,127.137485
36.828537,127.137394
36.828561,127.136896
36.828623,127.135446
36.82522863,127.132648
36.826276,127.132782
36.826287,127.132983
36.826532,127.133337
36.826489,127.1325554
36.826805,127.133047
36.828688,127.133978
36.828661,127.133143
36.828722,127.133323
36.828895,127.133174
36.828796,127.132838
36.82911083,127.132132
36.82911083,127.131861
36.828772,127.130902
36.828858,127.130994
36.828832,127.130823
36.82911083,127.130915
36.825427,127.129454
36.826544,127.129286
36.826597,127.129355
36.827141,127.129303
36.827402,127.129372
36.827456,127.129475
36.827462,127.129312
36.827509,127.129377
36.827957,127.129328
36.828286,127.129471
36.828787,127.129418
36.828867,127.129576
36.828876,127.129281
36.82911083,127.129419
36.82911083,127.1278528
36.828911,127.128077
36.828939,127.127517
36.829086,127.127337
36.825308,127.1136196
36.827738,127.116617
36.825501,127.114079
36.825532,127.114224
36.825609,127.114113
36.825706,127.113643
36.825661,127.113319
36.825767,127.113387
36.825749,127.113188
36.828137,127.114072
36.8261649,127.111663
36.825336,127.109772
36.826885,127.109287
36.826917,127.109012
36.828451,127.107922
36.828582,127.107537
36.829776,127.1111114
36.834546,127.145706
36.834628,127.145562
36.83356031,127.1452777
36.834444,127.145533
36.83266433,127.149478
36.832953,127.148621
36.832643,127.148597
36.832856,127.148427
36.832974,127.148425
36.832926,127.147891
36.833012,127.147613
36.832884,127.147575
36.832263,127.147245
36.833031,127.145522
36.833242,127.145811
36.833473,127.145509
36.833297,127.145278
36.832062,127.145149
36.830017,127.143311
36.830905,127.144993
36.830842,127.144274
36.831079,127.144301
36.830953,127.143412
36.831097,127.143427
36.831037,127.143227
36.83170894,127.142525
36.830024,127.141737
36.830301,127.141432
36.830048,127.141103
36.830973,127.141523
36.831141,127.141823
36.831355,127.141565
36.831182,127.141273
36.831114,127.140596
36.831348,127.140622
36.832427,127.140046
36.832123,127.141656
36.832331,127.141398
36.832492,127.141702
36.832291,127.1394478
36.832129,127.142629
36.832357,127.142655
36.83155912,127.1434485
36.832164,127.143742
36.832226,127.144429
36.834833,127.143679
36.833558,127.143663
36.833418,127.143476
36.833515,127.1402135
36.833236,127.141797
36.833527,127.141513
36.83622167,127.1418949
36.834032,127.141934
36.834048,127.141692
36.833738,127.140046
36.8301203,127.139731
36.830289,127.139611
36.830133,127.138745
36.830136,127.138008
36.830142,127.1371435
36.830291,127.138241
36.830298,127.137459
36.830502,127.137878
36.830519,127.137636
36.831225,127.1394478
36.831282,127.139924
36.831369,127.139727
36.83152745,127.138894
36.831401,127.1394478
36.831276,127.138093
36.831309,127.137751
36.831551,127.138103
36.831624,127.137782
36.830256,127.135431
36.830354,127.135342
36.830449,127.135451
36.832361,127.139832
36.832395,127.138994
36.833029,127.139193
36.832367,127.137858
36.832447,127.1385688
36.832543,127.138424
36.832689,127.138106
36.832702,127.137891
36.833644,127.139848
36.833585,127.138366
36.833581,127.138119
36.833735,127.138597
36.833737,127.137887
36.833916,127.1385688
36.833921,127.137971
36.834457,127.138015
36.834578,127.137955
36.834705,127.1376774
36.833696,127.135793
36.833794,127.135916
36.83363235,127.135808
36.830221,127.133271
36.83056663,127.1335323
36.830397,127.133105
36.830586,127.133255
36.830339,127.130993
36.830431,127.131131
36.830438,127.130888
36.830533,127.131032
36.83219595,127.131048
36.830899,127.131131
36.830904,127.130966
36.830968,127.131059
36.831435,127.131086
36.831869,127.131033
36.831899,127.1305882
36.833618,127.133496
36.83363235,127.133736
36.833836,127.133307
36.833979,127.133486
36.83369285,127.131237
36.833893,127.131142
36.833992,127.131252
36.834702,127.131294
36.834753,127.1328416
36.834748,127.131233
36.834804,127.1334914
36.830359,127.129463
36.830461,127.129621
36.830463,127.129391
36.830556,127.129474
36.830929,127.129562
36.830935,127.129416
36.831514,127.129515
36.831859,127.129527
36.83219595,127.129606
36.830509,127.127525
36.830653,127.127367
36.833823,127.129613
36.833925,127.129708
36.83400413,127.129477
36.834055,127.129596
36.834781,127.129699
36.82926734,127.1273289
36.833982,127.127662
36.834137,127.127527
36.830079,127.116072
36.83106728,127.115689
36.82960811,127.114932
36.830333,127.1163026
36.83534987,127.114453
36.831272,127.112038
36.831249,127.111722
36.831424,127.111888
36.833812,127.1142708
36.833845,127.113092
36.833905,127.112904
36.833937,127.113028
36.83370504,127.110103
36.834761,127.110228
36.834855,127.1114651
36.831086,127.108557
36.831067,127.108169
36.832972,127.109232
36.831008,127.106527
36.831099,127.106389
36.834514,127.105605
36.835529,127.146985
36.835068,127.148407
36.835879,127.147706
36.835876,127.1471658
36.835535,127.146312
36.835637,127.1471658
36.835537,127.146106
36.83660842,127.145705
36.835425,127.145575
36.835537,127.145413
36.835636,127.145577
36.836303,127.146221
36.83623391,127.146238
36.836799,127.146357
36.836894,127.146241
36.83623391,127.146163
36.836729,127.145611
36.836917,127.145618
36.837621,127.145643
36.837751,127.1482481
36.83888545,127.146498
36.838601,127.145731
36.838604,127.145628
36.839143,127.146524
36.839181,127.145694
36.837752,127.143687
36.837766,127.142706
36.837779,127.141825
36.837855,127.141958
36.837772,127.142142
36.837692,127.141952
36.836786,127.141353
36.836838,127.141816
36.836764,127.141917
36.836905,127.141927
36.836832,127.142038
36.836808,127.143686
36.836435,127.143752
36.835958,127.143737
36.835625,127.143726
36.835562,127.143828
36.835504,127.143721
36.835567,127.143626
36.835527,127.141874
36.835584,127.141998
36.83622167,127.1418949
36.83622167,127.141768
36.835662,127.141313
36.835567,127.1392169
36.835627,127.140009
36.83603902,127.140088
36.836809,127.140101
36.837916,127.140115
36.838706,127.141988
36.83916567,127.143526
36.839448,127.143611
36.835735,127.138384
36.838801,127.138445
36.838482,127.138438
36.838415,127.138436
36.838356,127.138095
36.837957,127.138085
36.837641,127.138079
36.837035,127.138408
36.837018,127.138066
36.83298624,127.138061
36.835562,127.138378
36.835537,127.138037
36.835209,127.135858
36.835582,127.138907
36.835647,127.138983
36.835712,127.138914
36.835657,127.138438
36.83298624,127.138172
36.835678,127.137971
36.835689,127.137427
36.835735,127.135785
36.836827,127.138942
36.83524216,127.138017
36.836947,127.135846
36.837009,127.135926
36.837839,127.139988
36.837801,127.138013
36.837812,127.137482
36.837777,127.135952
36.837849,127.136044
